name,base_fond,science_fond,ams,n_buildings,n_days,guests,employees
0.0,0.8718949692549707,0.14337015031030692,0.0,0.0,0.938634901808634,0.48055002823772014,18
0.00044306601683650863,0.6652127028833865,0.16546903033498445,0.22079402165819617,0.060606060606060615,0.9454969253952177,0.7722538690482573,40
0.0008861320336730173,0.8192254527114888,0.10039920318408907,0.0,0.0,0.8601343461580133,0.557937342091552,18
0.001329198050509526,-0.22049618352772926,0.07733045971672482,0.129640528642345,0.0,0.9941210145229391,0.6670095637619855,10
0.0017722640673460345,0.40749967342826776,0.1823458252881047,0.10300485425454471,0.010101010101010102,0.8601343461580133,0.3449678694119336,5
0.002215330084182543,0.695033062612148,0.1648332490731163,0.11923366415013281,0.0,0.8700738898480012,0.38761603311350945,3
0.002658396101019052,-1.3124385408315369,0.029154759474226508,0.0,0.0,0.9316378789706583,0.8141992776048703,29
0.0031014621178555605,-0.2304005502146348,0.056124860801609125,0.11230909728661047,0.0,0.8700738898480012,0.16577779359300654,2
0.003544528134692069,0.20002032920497456,0.11022703842524302,0.06413527370592047,0.0202020202020202,0.9409369844308109,0.4983225577361795,20
0.003987594151528578,-0.7874432779409679,0.06862943974709397,0.0,0.0,0.8851527404975081,0.29339369426810236,3
0.004430660168365086,-0.9690903163819167,0.025495097567963924,0.0,0.0202020202020202,0.8891565785397137,0.4991633862164863,11
0.004873726185201595,-0.05367242160000241,0.13942740046346702,0.0,0.0,0.9257000027701516,0.2875368091049901,2
0.005316792202038104,1.5498552468335243,0.23281967270830017,0.5198910142199676,0.030303030303030304,0.8742501083583214,0.4708997047760324,51
0.0057598582188746125,1.274849155776933,0.16303373883954206,0.13540064007726602,0.04040404040404041,0.9522290605788504,0.5815460078211601,8
0.006202924235711121,-0.36824465697006836,0.014142135623730952,0.0,0.0,0.6033770067563153,0.0,1
0.00664599025254763,0.05568890533501645,0.1856879102149626,0.0,0.0,0.9522290605788504,0.6254144262685527,24
0.007089056269384138,1.04765738326654,0.2927200027329872,0.39979161238491906,0.030303030303030304,0.938634901808634,0.4991633862164863,26
0.007532122286220647,1.0293677510321426,0.05084289527554465,0.0,0.010101010101010102,0.943224262560761,0.5105107521986066,14
0.007975188303057155,-0.12060599004017378,0.052962250707461446,0.0,0.0,0.943224262560761,0.3843108934201205,4
0.008418254319893664,0.7432375218834935,0.09135097153287425,0.0,0.0,0.943224262560761,0.3940362131087935,8
0.008861320336730172,-0.20023729884738897,0.10573551910309044,0.0,0.0,0.943224262560761,0.4255128526390367,6
0.00930438635356668,0.49607190753881186,0.13435028842544405,0.019148542155126763,0.030303030303030304,0.8756313548454837,0.329482217661603,15
0.00974745237040319,-0.08736592335448087,0.07256031973468695,0.11836384583140241,0.0,0.9443624092069833,0.44517132424148254,5
0.010190518387239698,-0.3276273465654117,0.11895377253370319,0.0,0.0,0.8424209502164757,0.3199422440223467,2
0.010633584404076208,0.4357293076817006,0.31734838899858936,0.13996428115772966,0.0,0.8686708484883863,0.45198468251128315,22
0.011076650420912717,1.3672763608997096,0.22453284837635676,0.4165733228776578,0.030303030303030304,0.9280870622230846,0.46789234232549837,8
0.011519716437749225,0.8545768783289912,0.15394804318340655,0.054283207962192756,0.010101010101010102,0.9544450834699694,0.3018108105224636,12
0.011962782454585734,0.509180399392674,0.08851553535961923,0.13912823820729803,0.04040404040404041,0.9443624092069833,0.5585260696873234,30
0.012405848471422242,0.24023026727143146,0.10024968827881713,0.10443498775155127,0.010101010101010102,0.9280870622230846,0.4105154628664086,8
0.01284891448825875,1.4159338815233589,0.1636154026979123,0.25221022976873875,0.050505050505050504,0.930458207828055,0.6623427890898163,35
0.01329198050509526,1.541715373775103,0.35168878287485944,0.32680269276736384,0.09090909090909093,0.9990268926257038,0.646466677163484,66
0.013735046521931768,-0.8033156680653926,0.08876936408468859,0.030767948691238205,0.0,0.8601343461580133,0.6833628956710422,6
0.014178112538768276,1.232106067391103,0.28405985284795177,0.43909755939502404,0.6666666666666667,0.9443624092069833,1.0,500
0.014621178555604785,0.7122833936044665,0.2061674077054858,0.022360679774997897,0.050505050505050504,0.9960914933770786,0.5398929007409167,28
0.015064244572441293,1.1191625078877672,0.1671974880194078,0.2644554152719635,0.04040404040404041,0.9990268926257038,0.630072517441027,20
0.015507310589277802,1.02227490218776,0.34090321207052304,0.2750939233546729,0.0,0.9363178217997907,0.5676737890911627,38
0.01595037660611431,0.815212932045863,0.36239481232490073,0.3970894105865831,0.010101010101010102,0.943224262560761,0.39560339927438154,15
